"GEO_ID","NAME","B15002_001E","B15002_001M","B15002_001MA","B15002_001EA","B15002_002E","B15002_002EA","B15002_002M","B15002_002MA","B15002_003E","B15002_003M","B15002_003MA","B15002_003EA","B15002_004E","B15002_004M","B15002_004MA","B15002_004EA","B15002_005E","B15002_005M","B15002_005MA","B15002_005EA","B15002_006E","B15002_006EA","B15002_006M","B15002_006MA","B15002_007E","B15002_007M","B15002_007MA","B15002_007EA","B15002_008E","B15002_008EA","B15002_008M","B15002_008MA","B15002_009E","B15002_009EA","B15002_009M","B15002_009MA","B15002_010E","B15002_010M","B15002_010MA","B15002_010EA","B15002_011E","B15002_011M","B15002_011MA","B15002_011EA","B15002_012E","B15002_012EA","B15002_012M","B15002_012MA","B15002_013E","B15002_013M","B15002_013MA","B15002_013EA","B15002_014E","B15002_014M","B15002_014MA","B15002_014EA","B15002_015E","B15002_015EA","B15002_015M","B15002_015MA","B15002_016E","B15002_016EA","B15002_016M","B15002_016MA","B15002_017E","B15002_017M","B15002_017MA","B15002_017EA","B15002_018E","B15002_018EA","B15002_018M","B15002_018MA","B15002_019E","B15002_019M","B15002_019MA","B15002_019EA","B15002_020E","B15002_020EA","B15002_020M","B15002_020MA","B15002_021E","B15002_021EA","B15002_021M","B15002_021MA","B15002_022E","B15002_022EA","B15002_022M","B15002_022MA","B15002_023E","B15002_023M","B15002_023MA","B15002_023EA","B15002_024E","B15002_024EA","B15002_024M","B15002_024MA","B15002_025E","B15002_025EA","B15002_025M","B15002_025MA","B15002_026E","B15002_026EA","B15002_026M","B15002_026MA","B15002_027E","B15002_027M","B15002_027MA","B15002_027EA","B15002_028E","B15002_028EA","B15002_028M","B15002_028MA","B15002_029E","B15002_029M","B15002_029MA","B15002_029EA","B15002_030E","B15002_030M","B15002_030MA","B15002_030EA","B15002_031E","B15002_031EA","B15002_031M","B15002_031MA","B15002_032E","B15002_032M","B15002_032MA","B15002_032EA","B15002_033E","B15002_033M","B15002_033MA","B15002_033EA","B15002_034E","B15002_034EA","B15002_034M","B15002_034MA","B15002_035E","B15002_035EA","B15002_035M","B15002_035MA",
"1400000US42101009801","Census Tract 98.01, Philadelphia County, Pennsylvania","1358","158","null","null","529","null","99","null","13","23","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","109","null","null","287","84","null","null","64","null","73","null","49","53","null","null","0","109","null","null","43","null","55","null","73","null","84","null","0","109","null","null","0","null","109","null","829","141","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","18","null","32","null","0","null","109","null","9","null","29","null","0","109","null","null","263","null","115","null","164","116","null","null","106","89","null","null","93","null","106","null","49","62","null","null","127","95","null","null","0","null","109","null","0","null","109","null",
"1400000US42101009802","Census Tract 98.02, Philadelphia County, Pennsylvania","3134","351","null","null","1471","null","276","null","0","109","null","null","13","23","null","null","0","109","null","null","23","null","37","null","0","109","null","null","38","null","48","null","14","null","22","null","72","55","null","null","491","181","null","null","141","null","107","null","332","190","null","null","73","56","null","null","162","null","107","null","72","null","80","null","20","28","null","null","20","null","30","null","1663","202","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","30","null","36","null","28","32","null","null","466","null","142","null","86","69","null","null","155","111","null","null","341","null","157","null","294","131","null","null","205","110","null","null","28","null","32","null","30","null","35","null",
"1400000US42101010000","Census Tract 100, Philadelphia County, Pennsylvania","2947","338","null","null","1281","null","273","null","0","109","null","null","0","109","null","null","21","21","null","null","0","null","109","null","0","109","null","null","26","null","37","null","111","null","94","null","59","41","null","null","517","205","null","null","81","null","74","null","159","121","null","null","74","68","null","null","177","null","106","null","45","null","46","null","0","109","null","null","11","null","17","null","1666","210","null","null","23","null","27","null","0","null","109","null","17","null","18","null","44","35","null","null","11","null","15","null","21","null","24","null","212","null","146","null","47","59","null","null","515","null","143","null","32","32","null","null","449","152","null","null","100","null","71","null","142","82","null","null","53","43","null","null","0","null","109","null","0","null","109","null",
"1400000US42101010100","Census Tract 101, Philadelphia County, Pennsylvania","3650","540","null","null","1633","null","421","null","0","109","null","null","22","40","null","null","0","109","null","null","54","null","69","null","34","42","null","null","56","null","56","null","82","null","95","null","26","30","null","null","816","319","null","null","99","null","106","null","275","136","null","null","18","30","null","null","151","null","131","null","0","null","109","null","0","109","null","null","0","null","109","null","2017","305","null","null","0","null","109","null","0","null","109","null","23","null","28","null","74","67","null","null","50","null","52","null","41","null","52","null","100","null","83","null","132","88","null","null","875","null","271","null","0","109","null","null","166","104","null","null","164","null","115","null","179","120","null","null","194","113","null","null","19","null","28","null","0","null","109","null",
"1400000US42101010200","Census Tract 102, Philadelphia County, Pennsylvania","1627","214","null","null","641","null","159","null","0","109","null","null","0","109","null","null","23","26","null","null","30","null","47","null","36","33","null","null","92","null","70","null","25","null","24","null","42","53","null","null","262","116","null","null","29","null","25","null","76","73","null","null","0","109","null","null","26","null","40","null","0","null","109","null","0","109","null","null","0","null","109","null","986","175","null","null","10","null","15","null","0","null","109","null","27","null","42","null","10","17","null","null","46","null","47","null","63","null","33","null","151","null","96","null","4","9","null","null","345","null","150","null","80","53","null","null","141","100","null","null","65","null","57","null","31","29","null","null","13","22","null","null","0","null","109","null","0","null","109","null",
"1400000US42101010300","Census Tract 103, Philadelphia County, Pennsylvania","1511","261","null","null","473","null","111","null","0","109","null","null","0","109","null","null","9","15","null","null","15","null","23","null","0","109","null","null","9","null","14","null","40","null","52","null","94","70","null","null","190","90","null","null","0","null","109","null","34","36","null","null","35","46","null","null","47","null","62","null","0","null","109","null","0","109","null","null","0","null","109","null","1038","240","null","null","0","null","109","null","0","null","109","null","9","null","17","null","11","17","null","null","7","null","12","null","25","null","40","null","76","null","74","null","26","27","null","null","545","null","192","null","30","35","null","null","91","72","null","null","118","null","103","null","74","63","null","null","26","42","null","null","0","null","109","null","0","null","109","null",
"1400000US42101010400","Census Tract 104, Philadelphia County, Pennsylvania","1771","324","null","null","797","null","206","null","19","30","null","null","0","109","null","null","22","27","null","null","0","null","109","null","0","109","null","null","52","null","62","null","61","null","53","null","32","36","null","null","332","141","null","null","32","null","37","null","107","91","null","null","37","58","null","null","103","null","88","null","0","null","109","null","0","109","null","null","0","null","109","null","974","198","null","null","21","null","25","null","0","null","109","null","0","null","109","null","12","20","null","null","26","null","32","null","108","null","123","null","66","null","53","null","53","63","null","null","304","null","101","null","30","36","null","null","153","78","null","null","142","null","85","null","59","53","null","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101010500","Census Tract 105, Philadelphia County, Pennsylvania","1940","244","null","null","702","null","137","null","0","109","null","null","9","15","null","null","9","14","null","null","46","null","37","null","0","109","null","null","32","null","31","null","78","null","57","null","0","109","null","null","305","116","null","null","77","null","48","null","72","44","null","null","52","52","null","null","22","null","36","null","0","null","109","null","0","109","null","null","0","null","109","null","1238","183","null","null","18","null","30","null","17","null","15","null","19","null","21","null","84","60","null","null","36","null","35","null","99","null","68","null","126","null","71","null","51","47","null","null","336","null","107","null","89","63","null","null","144","70","null","null","57","null","45","null","62","45","null","null","100","64","null","null","0","null","109","null","0","null","109","null",
"1400000US42101010600","Census Tract 106, Philadelphia County, Pennsylvania","731","151","null","null","263","null","97","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","25","40","null","null","11","null","18","null","11","null","17","null","0","109","null","null","102","58","null","null","19","null","31","null","48","59","null","null","9","17","null","null","23","null","30","null","15","null","27","null","0","109","null","null","0","null","109","null","468","117","null","null","0","null","109","null","0","null","109","null","0","null","109","null","19","31","null","null","0","null","109","null","12","null","19","null","36","null","35","null","30","28","null","null","209","null","96","null","11","19","null","null","21","22","null","null","21","null","24","null","87","63","null","null","22","35","null","null","0","null","109","null","0","null","109","null",
"1400000US42101010700","Census Tract 107, Philadelphia County, Pennsylvania","2091","285","null","null","723","null","202","null","29","32","null","null","0","109","null","null","20","31","null","null","25","null","28","null","13","20","null","null","42","null","40","null","0","null","109","null","100","86","null","null","311","154","null","null","21","null","27","null","89","53","null","null","25","29","null","null","48","null","41","null","0","null","109","null","0","109","null","null","0","null","109","null","1368","260","null","null","31","null","33","null","6","null","11","null","0","null","109","null","7","11","null","null","80","null","112","null","26","null","22","null","158","null","86","null","87","54","null","null","545","null","151","null","79","71","null","null","227","138","null","null","23","null","28","null","74","60","null","null","25","25","null","null","0","null","109","null","0","null","109","null",
"1400000US42101010800","Census Tract 108, Philadelphia County, Pennsylvania","2122","348","null","null","827","null","212","null","50","83","null","null","0","109","null","null","0","109","null","null","29","null","33","null","0","109","null","null","48","null","45","null","57","null","50","null","40","56","null","null","240","105","null","null","28","null","26","null","213","115","null","null","47","53","null","null","65","null","63","null","10","null","16","null","0","109","null","null","0","null","109","null","1295","202","null","null","0","null","109","null","0","null","109","null","78","null","79","null","0","109","null","null","24","null","27","null","168","null","107","null","270","null","103","null","59","57","null","null","399","null","133","null","50","42","null","null","144","67","null","null","54","null","44","null","24","37","null","null","25","42","null","null","0","null","109","null","0","null","109","null",
"1400000US42101010900","Census Tract 109, Philadelphia County, Pennsylvania","1153","227","null","null","470","null","132","null","0","109","null","null","0","109","null","null","0","109","null","null","25","null","39","null","0","109","null","null","9","null","21","null","47","null","52","null","0","109","null","null","242","93","null","null","24","null","44","null","91","65","null","null","0","109","null","null","14","null","21","null","18","null","29","null","0","109","null","null","0","null","109","null","683","159","null","null","0","null","109","null","0","null","109","null","0","null","109","null","9","15","null","null","0","null","109","null","71","null","57","null","0","null","109","null","42","43","null","null","308","null","104","null","35","36","null","null","72","70","null","null","24","null","32","null","33","38","null","null","89","56","null","null","0","null","109","null","0","null","109","null",
"1400000US42101011000","Census Tract 110, Philadelphia County, Pennsylvania","2349","400","null","null","1019","null","282","null","28","32","null","null","28","45","null","null","49","47","null","null","0","null","109","null","0","109","null","null","82","null","62","null","157","null","111","null","79","70","null","null","299","120","null","null","16","null","27","null","123","84","null","null","0","109","null","null","127","null","105","null","19","null","30","null","0","109","null","null","12","null","19","null","1330","300","null","null","24","null","34","null","0","null","109","null","27","null","33","null","60","58","null","null","31","null","37","null","92","null","73","null","96","null","76","null","71","61","null","null","468","null","206","null","93","80","null","null","126","68","null","null","123","null","91","null","104","89","null","null","15","18","null","null","0","null","109","null","0","null","109","null",
"1400000US42101011100","Census Tract 111, Philadelphia County, Pennsylvania","2161","273","null","null","739","null","175","null","31","40","null","null","0","109","null","null","13","20","null","null","15","null","22","null","50","46","null","null","45","null","38","null","28","null","30","null","26","36","null","null","302","114","null","null","19","null","27","null","118","60","null","null","54","63","null","null","27","null","32","null","0","null","109","null","0","109","null","null","11","null","17","null","1422","221","null","null","8","null","15","null","0","null","109","null","28","null","21","null","25","28","null","null","37","null","34","null","54","null","42","null","99","null","63","null","30","29","null","null","633","null","167","null","21","25","null","null","258","115","null","null","137","null","88","null","56","37","null","null","31","40","null","null","0","null","109","null","5","null","10","null",
"1400000US42101011200","Census Tract 112, Philadelphia County, Pennsylvania","3455","365","null","null","1384","null","291","null","20","31","null","null","57","84","null","null","0","109","null","null","56","null","71","null","0","109","null","null","106","null","133","null","0","null","109","null","47","50","null","null","643","187","null","null","47","null","44","null","336","161","null","null","15","24","null","null","19","null","30","null","38","null","38","null","0","109","null","null","0","null","109","null","2071","281","null","null","0","null","109","null","0","null","109","null","0","null","109","null","52","61","null","null","78","null","65","null","55","null","65","null","211","null","109","null","14","24","null","null","894","null","239","null","109","90","null","null","449","172","null","null","101","null","88","null","60","45","null","null","48","58","null","null","0","null","109","null","0","null","109","null",
"1400000US42101011300","Census Tract 113, Philadelphia County, Pennsylvania","2080","240","null","null","910","null","181","null","0","109","null","null","25","38","null","null","0","109","null","null","33","null","33","null","67","82","null","null","46","null","58","null","121","null","114","null","9","15","null","null","278","100","null","null","0","null","109","null","138","100","null","null","83","88","null","null","97","null","69","null","13","null","21","null","0","109","null","null","0","null","109","null","1170","200","null","null","11","null","17","null","0","null","109","null","18","null","28","null","0","109","null","null","24","null","41","null","11","null","17","null","78","null","51","null","0","109","null","null","368","null","111","null","122","92","null","null","341","131","null","null","133","null","91","null","21","25","null","null","35","35","null","null","0","null","109","null","8","null","14","null",
"1400000US42101011400","Census Tract 114, Philadelphia County, Pennsylvania","4882","454","null","null","2022","null","360","null","0","109","null","null","41","66","null","null","27","44","null","null","17","null","28","null","11","22","null","null","151","null","99","null","31","null","36","null","111","108","null","null","842","320","null","null","64","null","46","null","341","207","null","null","166","125","null","null","94","null","77","null","94","null","85","null","32","47","null","null","0","null","109","null","2860","279","null","null","0","null","109","null","16","null","28","null","0","null","109","null","11","21","null","null","85","null","101","null","123","null","88","null","101","null","89","null","67","67","null","null","1062","null","276","null","163","106","null","null","643","197","null","null","250","null","147","null","171","89","null","null","168","95","null","null","0","null","109","null","0","null","109","null",
"1400000US42101011500","Census Tract 115, Philadelphia County, Pennsylvania","2702","250","null","null","1027","null","190","null","0","109","null","null","0","109","null","null","0","109","null","null","7","null","15","null","11","17","null","null","37","null","43","null","52","null","44","null","84","132","null","null","363","111","null","null","64","null","52","null","291","140","null","null","26","35","null","null","32","null","35","null","47","null","41","null","13","21","null","null","0","null","109","null","1675","207","null","null","11","null","20","null","0","null","109","null","24","null","34","null","36","46","null","null","19","null","28","null","21","null","31","null","86","null","97","null","102","91","null","null","246","null","109","null","242","199","null","null","253","117","null","null","337","null","145","null","173","78","null","null","125","88","null","null","0","null","109","null","0","null","109","null",
"1400000US42101011700","Census Tract 117, Philadelphia County, Pennsylvania","896","180","null","null","428","null","144","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","19","24","null","null","0","null","109","null","0","null","109","null","18","28","null","null","125","96","null","null","60","null","45","null","19","29","null","null","0","109","null","null","28","null","31","null","84","null","36","null","13","16","null","null","62","null","70","null","468","73","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","9","null","16","null","0","null","109","null","39","null","23","null","0","109","null","null","79","null","42","null","39","45","null","null","81","67","null","null","14","null","24","null","113","39","null","null","53","34","null","null","26","null","21","null","15","null","22","null",
"1400000US42101011800","Census Tract 118, Philadelphia County, Pennsylvania","4374","474","null","null","1677","null","279","null","0","109","null","null","0","109","null","null","21","32","null","null","0","null","109","null","0","109","null","null","42","null","39","null","52","null","60","null","147","111","null","null","627","168","null","null","228","null","160","null","374","203","null","null","38","47","null","null","85","null","75","null","63","null","64","null","0","109","null","null","0","null","109","null","2697","341","null","null","0","null","109","null","0","null","109","null","21","null","32","null","0","109","null","null","39","null","45","null","57","null","63","null","78","null","71","null","151","102","null","null","690","null","198","null","339","164","null","null","403","129","null","null","361","null","190","null","451","192","null","null","55","43","null","null","52","null","58","null","0","null","109","null",
"1400000US42101011900","Census Tract 119, Philadelphia County, Pennsylvania","3533","396","null","null","1618","null","307","null","15","24","null","null","0","109","null","null","41","55","null","null","30","null","45","null","0","109","null","null","64","null","62","null","23","null","25","null","11","18","null","null","547","176","null","null","184","null","111","null","379","193","null","null","94","66","null","null","192","null","104","null","38","null","41","null","0","109","null","null","0","null","109","null","1915","283","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","14","null","23","null","31","null","29","null","47","null","36","null","38","35","null","null","519","null","175","null","214","130","null","null","419","190","null","null","197","null","97","null","282","151","null","null","144","78","null","null","0","null","109","null","10","null","17","null",
"1400000US42101012000","Census Tract 120, Philadelphia County, Pennsylvania","1079","155","null","null","468","null","122","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","9","25","null","null","6","null","10","null","0","null","109","null","0","109","null","null","155","118","null","null","10","null","15","null","28","35","null","null","62","74","null","null","90","null","53","null","90","null","43","null","10","16","null","null","8","null","13","null","611","121","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","27","null","25","null","0","109","null","null","90","null","55","null","29","30","null","null","95","67","null","null","52","null","53","null","120","67","null","null","182","100","null","null","0","null","109","null","16","null","15","null",
"1400000US42101012100","Census Tract 121, Philadelphia County, Pennsylvania","2219","235","null","null","683","null","151","null","0","109","null","null","0","109","null","null","0","109","null","null","46","null","44","null","8","14","null","null","8","null","14","null","18","null","21","null","0","109","null","null","262","95","null","null","0","null","109","null","111","53","null","null","39","39","null","null","100","null","77","null","91","null","69","null","0","109","null","null","0","null","109","null","1536","216","null","null","0","null","109","null","30","null","31","null","9","null","15","null","54","58","null","null","0","null","109","null","8","null","14","null","52","null","55","null","10","16","null","null","369","null","153","null","142","72","null","null","146","51","null","null","158","null","109","null","332","141","null","null","210","118","null","null","16","null","28","null","0","null","109","null",
"1400000US42101012201","Census Tract 122.01, Philadelphia County, Pennsylvania","2487","246","null","null","983","null","220","null","0","109","null","null","0","109","null","null","0","109","null","null","33","null","45","null","69","70","null","null","16","null","26","null","15","null","25","null","33","34","null","null","120","79","null","null","69","null","62","null","76","79","null","null","150","140","null","null","178","null","94","null","49","null","44","null","156","98","null","null","19","null","31","null","1504","222","null","null","15","null","22","null","0","null","109","null","21","null","33","null","14","22","null","null","68","null","50","null","0","null","109","null","57","null","59","null","13","22","null","null","337","null","126","null","111","82","null","null","166","87","null","null","63","null","45","null","401","153","null","null","142","96","null","null","66","null","53","null","30","null","36","null",
"1400000US42101012203","Census Tract 122.03, Philadelphia County, Pennsylvania","740","170","null","null","431","null","135","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","59","95","null","null","0","null","109","null","11","null","20","null","0","109","null","null","0","109","null","null","0","null","109","null","15","24","null","null","0","109","null","null","139","null","91","null","167","null","101","null","40","35","null","null","0","null","109","null","309","107","null","null","0","null","109","null","0","null","109","null","13","null","20","null","0","109","null","null","0","null","109","null","0","null","109","null","39","null","64","null","33","51","null","null","47","null","18","null","18","17","null","null","10","10","null","null","0","null","109","null","77","51","null","null","43","39","null","null","29","null","27","null","0","null","109","null",
"1400000US42101012204","Census Tract 122.04, Philadelphia County, Pennsylvania","3055","355","null","null","1064","null","266","null","0","109","null","null","0","109","null","null","0","109","null","null","4","null","5","null","8","16","null","null","33","null","34","null","43","null","41","null","4","6","null","null","171","107","null","null","80","null","59","null","180","100","null","null","16","25","null","null","238","null","175","null","139","null","86","null","131","98","null","null","17","null","27","null","1991","278","null","null","1","null","1","null","27","null","27","null","23","null","28","null","53","39","null","null","0","null","109","null","84","null","69","null","139","null","112","null","69","60","null","null","501","null","178","null","43","48","null","null","292","125","null","null","83","null","67","null","302","156","null","null","345","133","null","null","15","null","25","null","14","null","23","null",
"1400000US42101012500","Census Tract 125, Philadelphia County, Pennsylvania","2859","342","null","null","1234","null","255","null","14","24","null","null","0","109","null","null","0","109","null","null","36","null","58","null","0","109","null","null","0","null","109","null","0","null","109","null","0","109","null","null","25","29","null","null","57","null","53","null","78","77","null","null","7","13","null","null","440","null","179","null","257","null","121","null","196","92","null","null","124","null","100","null","1625","227","null","null","12","null","19","null","0","null","109","null","0","null","109","null","52","49","null","null","0","null","109","null","0","null","109","null","13","null","21","null","29","35","null","null","205","null","94","null","26","30","null","null","140","74","null","null","59","null","43","null","581","209","null","null","243","92","null","null","211","null","97","null","54","null","60","null",
"1400000US42101013100","Census Tract 131, Philadelphia County, Pennsylvania","943","234","null","null","270","null","109","null","0","109","null","null","0","109","null","null","37","52","null","null","0","null","109","null","0","109","null","null","0","null","109","null","36","null","42","null","0","109","null","null","96","85","null","null","0","null","109","null","30","35","null","null","0","109","null","null","24","null","26","null","14","null","17","null","33","55","null","null","0","null","109","null","673","196","null","null","17","null","26","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","60","null","70","null","129","null","74","null","12","20","null","null","191","null","140","null","70","83","null","null","14","25","null","null","72","null","95","null","94","73","null","null","0","109","null","null","14","null","22","null","0","null","109","null",
"1400000US42101013200","Census Tract 132, Philadelphia County, Pennsylvania","1870","330","null","null","777","null","315","null","16","18","null","null","12","16","null","null","61","64","null","null","22","null","29","null","55","48","null","null","56","null","56","null","63","null","74","null","64","89","null","null","229","129","null","null","9","null","15","null","156","128","null","null","0","109","null","null","26","null","26","null","0","null","109","null","8","13","null","null","0","null","109","null","1093","274","null","null","17","null","27","null","15","null","26","null","13","null","18","null","9","14","null","null","37","null","35","null","101","null","57","null","44","null","21","null","48","43","null","null","402","null","133","null","139","94","null","null","70","59","null","null","100","null","88","null","81","64","null","null","17","21","null","null","0","null","109","null","0","null","109","null",
"1400000US42101013300","Census Tract 133, Philadelphia County, Pennsylvania","1820","301","null","null","728","null","156","null","0","109","null","null","0","109","null","null","10","15","null","null","0","null","109","null","18","28","null","null","36","null","42","null","11","null","18","null","49","78","null","null","184","116","null","null","0","null","109","null","53","38","null","null","50","63","null","null","245","null","115","null","37","null","27","null","35","29","null","null","0","null","109","null","1092","260","null","null","8","null","14","null","18","null","30","null","28","null","26","null","0","109","null","null","29","null","33","null","0","null","109","null","43","null","54","null","43","47","null","null","203","null","90","null","55","58","null","null","137","82","null","null","82","null","68","null","257","110","null","null","125","69","null","null","52","null","35","null","12","null","19","null",
"1400000US42101013401","Census Tract 134.01, Philadelphia County, Pennsylvania","1860","163","null","null","780","null","125","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","17","null","26","null","0","109","null","null","60","76","null","null","14","null","20","null","14","23","null","null","0","109","null","null","298","null","121","null","109","null","52","null","173","83","null","null","95","null","86","null","1080","112","null","null","0","null","109","null","0","null","109","null","0","null","109","null","61","76","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","44","null","40","null","26","21","null","null","95","58","null","null","60","null","49","null","380","121","null","null","261","108","null","null","115","null","62","null","38","null","38","null",
"1400000US42101013402","Census Tract 134.02, Philadelphia County, Pennsylvania","2350","317","null","null","1291","null","267","null","18","31","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","17","null","22","null","68","null","68","null","0","109","null","null","81","62","null","null","42","null","66","null","93","86","null","null","18","28","null","null","435","null","170","null","215","null","127","null","216","135","null","null","88","null","60","null","1059","228","null","null","0","null","109","null","0","null","109","null","16","null","27","null","0","109","null","null","0","null","109","null","0","null","109","null","0","null","109","null","17","28","null","null","163","null","102","null","10","15","null","null","78","87","null","null","19","null","24","null","269","121","null","null","117","75","null","null","265","null","138","null","105","null","104","null",
"1400000US42101013500","Census Tract 135, Philadelphia County, Pennsylvania","2287","221","null","null","1132","null","141","null","10","16","null","null","22","33","null","null","0","109","null","null","0","null","109","null","9","15","null","null","28","null","31","null","52","null","43","null","0","109","null","null","360","131","null","null","49","null","60","null","92","77","null","null","83","58","null","null","239","null","93","null","147","null","76","null","25","25","null","null","16","null","18","null","1155","150","null","null","14","null","21","null","18","null","29","null","17","null","29","null","13","20","null","null","0","null","109","null","8","null","13","null","22","null","27","null","50","38","null","null","389","null","114","null","59","48","null","null","94","69","null","null","56","null","38","null","200","66","null","null","145","52","null","null","0","null","109","null","70","null","44","null",
"1400000US42101013601","Census Tract 136.01, Philadelphia County, Pennsylvania","1932","174","null","null","845","null","76","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","19","28","null","null","25","null","33","null","0","null","109","null","0","109","null","null","37","38","null","null","0","null","109","null","90","52","null","null","16","26","null","null","185","null","102","null","226","null","96","null","177","136","null","null","70","null","41","null","1087","165","null","null","0","null","109","null","0","null","109","null","0","null","109","null","17","19","null","null","0","null","109","null","0","null","109","null","0","null","109","null","9","15","null","null","127","null","55","null","32","32","null","null","24","27","null","null","11","null","20","null","318","124","null","null","256","96","null","null","281","null","130","null","12","null","18","null",
"1400000US42101013602","Census Tract 136.02, Philadelphia County, Pennsylvania","2682","339","null","null","1424","null","279","null","0","109","null","null","0","109","null","null","26","36","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","65","58","null","null","183","109","null","null","19","null","31","null","162","163","null","null","132","112","null","null","426","null","120","null","212","null","90","null","174","80","null","null","25","null","20","null","1258","196","null","null","23","null","31","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","18","null","29","null","12","null","18","null","18","27","null","null","177","null","95","null","30","45","null","null","84","55","null","null","24","null","27","null","368","152","null","null","329","98","null","null","140","null","77","null","35","null","34","null",
"1400000US42101013700","Census Tract 137, Philadelphia County, Pennsylvania","2782","354","null","null","1175","null","223","null","0","109","null","null","0","109","null","null","32","39","null","null","34","null","40","null","26","42","null","null","92","null","82","null","27","null","32","null","11","18","null","null","474","181","null","null","89","null","75","null","148","91","null","null","27","46","null","null","100","null","76","null","40","null","39","null","62","69","null","null","13","null","21","null","1607","276","null","null","40","null","44","null","0","null","109","null","0","null","109","null","23","27","null","null","12","null","21","null","135","null","94","null","150","null","115","null","0","109","null","null","720","null","229","null","25","41","null","null","236","159","null","null","58","null","59","null","140","94","null","null","43","54","null","null","15","null","24","null","10","null","17","null",
"1400000US42101013800","Census Tract 138, Philadelphia County, Pennsylvania","1246","158","null","null","548","null","93","null","0","109","null","null","7","12","null","null","0","109","null","null","57","null","39","null","11","19","null","null","31","null","48","null","36","null","49","null","27","40","null","null","229","101","null","null","38","null","58","null","58","48","null","null","24","28","null","null","30","null","37","null","0","null","109","null","0","109","null","null","0","null","109","null","698","148","null","null","0","null","109","null","0","null","109","null","10","null","15","null","0","109","null","null","85","null","76","null","33","null","25","null","16","null","19","null","6","10","null","null","352","null","107","null","14","25","null","null","39","47","null","null","83","null","69","null","45","39","null","null","15","25","null","null","0","null","109","null","0","null","109","null",
"1400000US42101013900","Census Tract 139, Philadelphia County, Pennsylvania","1900","241","null","null","797","null","171","null","9","15","null","null","24","39","null","null","25","24","null","null","41","null","31","null","84","60","null","null","133","null","65","null","23","null","24","null","19","22","null","null","259","116","null","null","10","null","17","null","63","52","null","null","45","45","null","null","50","null","51","null","0","null","109","null","12","19","null","null","0","null","109","null","1103","178","null","null","44","null","28","null","0","null","109","null","9","null","15","null","64","37","null","null","18","null","20","null","86","null","58","null","50","null","40","null","37","32","null","null","417","null","115","null","96","66","null","null","128","66","null","null","57","null","55","null","97","71","null","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101014000","Census Tract 140, Philadelphia County, Pennsylvania","1591","255","null","null","669","null","186","null","33","45","null","null","14","24","null","null","0","109","null","null","0","null","109","null","26","42","null","null","0","null","109","null","0","null","109","null","19","26","null","null","401","150","null","null","0","null","109","null","25","29","null","null","37","30","null","null","114","null","81","null","0","null","109","null","0","109","null","null","0","null","109","null","922","159","null","null","0","null","109","null","14","null","22","null","28","null","39","null","31","25","null","null","0","null","109","null","70","null","64","null","44","null","49","null","16","24","null","null","387","null","129","null","74","68","null","null","114","71","null","null","10","null","17","null","105","75","null","null","29","38","null","null","0","null","109","null","0","null","109","null",
"1400000US42101014100","Census Tract 141, Philadelphia County, Pennsylvania","1481","285","null","null","737","null","262","null","33","40","null","null","0","109","null","null","60","43","null","null","44","null","58","null","47","41","null","null","75","null","57","null","102","null","64","null","33","30","null","null","199","85","null","null","10","null","16","null","61","43","null","null","0","109","null","null","42","null","55","null","23","null","27","null","0","109","null","null","8","null","13","null","744","114","null","null","0","null","109","null","7","null","11","null","0","null","109","null","45","35","null","null","14","null","23","null","44","null","45","null","30","null","26","null","35","40","null","null","268","null","99","null","42","35","null","null","141","62","null","null","35","null","39","null","56","65","null","null","27","19","null","null","0","null","109","null","0","null","109","null",
